Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID
INV787919,S0008,CREAM CUPID HEARTS COAT HANGER,19,2024-08-29,19.14,10225
INV197582,S0013,BATH BUILDING BLOCK WORD,8,2024-07-27,28.27,10243
INV398239,S0015,SET 2 TEA TOWELS I LOVE LONDON,18,2024-09-16,12.61,10143
INV621178,S0000,WHITE HANGING HEART T-LIGHT HOLDER,13,2024-07-09,38.25,10041
INV574239,S0003,PARTY BUNTING,8,2024-10-22,48.77,10258
INV908667,S0012,SPOTTY BUNTING,8,2024-08-16,18.81,10285
INV214240,S0018,BROCADE RING PURSE,10,2024-06-19,7.62,10105
INV200022,S0002,JUMBO BAG RED RETROSPOT,18,2024-03-27,10.78,10202
INV722234,S0015,SET 2 TEA TOWELS I LOVE LONDON,8,2024-02-12,7.5,10266
INV978780,S0019,MINI PAINT SET VINTAGE,16,2024-09-24,36.29,10210
INV897527,S0018,BROCADE RING PURSE,8,2024-01-31,38.49,10051
INV531865,S0008,CREAM CUPID HEARTS COAT HANGER,10,2024-06-21,41.8,10118
INV437057,S0001,REGENCY CAKESTAND 3 TIER,19,2024-11-02,20.62,10201
INV381170,S0000,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-10-14,39.84,10039
INV624094,S0017,PAPER CHAIN KIT 50S CHRISTMAS,11,2024-11-29,12.17,10028
INV843302,S0014,DOORMAT NEW ENGLAND,16,2024-09-20,27.96,10259
INV210146,S0002,JUMBO BAG RED RETROSPOT,14,2024-12-24,4.34,10084
INV893653,S0004,LUNCH BAG RED RETROSPOT,1,2024-03-23,26.24,10155
INV274270,S0003,PARTY BUNTING,7,2024-08-12,43.55,10117
INV140959,S0003,PARTY BUNTING,14,2024-09-10,8.95,10002
INV610859,S0016,VINTAGE BILLBOARD DRINK ME MUG,5,2024-10-07,21.2,10093
INV411166,S0000,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-08-10,49.79,10166
INV647860,S0008,CREAM CUPID HEARTS COAT HANGER,11,2024-11-10,44.53,10296
INV781805,S0018,BROCADE RING PURSE,6,2024-03-13,14.86,10258
INV941811,S0006,WOODEN PICTURE FRAME WHITE FINISH,20,2024-07-09,26.21,10081
INV595043,S0008,CREAM CUPID HEARTS COAT HANGER,15,2024-04-17,46.84,10268
INV272216,S0004,LUNCH BAG RED RETROSPOT,17,2024-08-30,0.99,10235
INV287931,S0013,BATH BUILDING BLOCK WORD,5,2024-08-28,3.82,10213
INV426988,S0000,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-04-12,34.86,10062
INV580870,S0017,PAPER CHAIN KIT 50S CHRISTMAS,11,2024-02-18,3.52,10049
INV723330,S0014,DOORMAT NEW ENGLAND,6,2024-02-04,17.85,10127
INV337009,S0017,PAPER CHAIN KIT 50S CHRISTMAS,12,2024-11-17,1.2,10223
INV387918,S0006,WOODEN PICTURE FRAME WHITE FINISH,10,2024-08-06,29.43,10279
INV485115,S0009,JAM MAKING SET WITH JARS,20,2024-07-25,46.75,10294
INV667297,S0017,PAPER CHAIN KIT 50S CHRISTMAS,7,2024-02-09,29.84,10284
INV866150,S0003,PARTY BUNTING,7,2024-05-23,9.33,10277
INV207292,S0018,BROCADE RING PURSE,5,2024-09-24,29.57,10107
INV446198,S0012,SPOTTY BUNTING,19,2024-10-30,30.44,10146
INV800969,S0019,MINI PAINT SET VINTAGE,16,2024-04-17,8.82,10099
INV326957,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,3,2024-11-10,7.75,10073
INV598560,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-06-14,4.35,10122
INV243628,S0001,REGENCY CAKESTAND 3 TIER,17,2024-08-13,21.56,10030
INV442978,S0015,SET 2 TEA TOWELS I LOVE LONDON,10,2024-09-13,38.12,10188
INV687354,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,13,2024-07-12,38.81,10288
INV472235,S0015,SET 2 TEA TOWELS I LOVE LONDON,10,2024-09-24,16.19,10195
INV734787,S0002,JUMBO BAG RED RETROSPOT,7,2024-03-26,47.3,10156
INV845902,S0008,CREAM CUPID HEARTS COAT HANGER,5,2024-08-11,28.24,10172
INV828864,S0015,SET 2 TEA TOWELS I LOVE LONDON,9,2024-12-16,6.45,10041
INV783768,S0013,BATH BUILDING BLOCK WORD,12,2024-04-01,1.75,10063
INV996922,S0011,ALARM CLOCK BAKELIKE GREEN,15,2024-12-09,17.63,10023
INV324164,S0013,BATH BUILDING BLOCK WORD,20,2024-10-13,43.88,10075
INV501035,S0006,WOODEN PICTURE FRAME WHITE FINISH,12,2024-04-01,46.69,10048
INV305349,S0000,WHITE HANGING HEART T-LIGHT HOLDER,15,2024-07-03,26.54,10160
INV714663,S0000,WHITE HANGING HEART T-LIGHT HOLDER,10,2024-06-17,5.16,10118
INV366086,S0011,ALARM CLOCK BAKELIKE GREEN,17,2024-01-07,30.54,10100
INV778657,S0001,REGENCY CAKESTAND 3 TIER,9,2024-11-24,24.2,10167
INV829283,S0001,REGENCY CAKESTAND 3 TIER,9,2024-05-20,31.45,10290
INV963319,S0018,BROCADE RING PURSE,1,2024-08-29,49.86,10156
INV614117,S0014,DOORMAT NEW ENGLAND,6,2024-08-30,37.62,10007
INV946652,S0017,PAPER CHAIN KIT 50S CHRISTMAS,4,2024-01-20,18.79,10196
INV847960,S0019,MINI PAINT SET VINTAGE,5,2024-12-27,36.94,10056
INV186847,S0004,LUNCH BAG RED RETROSPOT,14,2024-03-02,3.27,10193
INV429500,S0001,REGENCY CAKESTAND 3 TIER,4,2024-10-05,14.24,10047
INV786927,S0006,WOODEN PICTURE FRAME WHITE FINISH,20,2024-01-09,16.97,10148
INV843764,S0010,RED WOOLLY HOTTIE WHITE HEART,6,2024-10-27,36.25,10275
INV641422,S0011,ALARM CLOCK BAKELIKE GREEN,1,2024-12-06,20.46,10157
INV168110,S0001,REGENCY CAKESTAND 3 TIER,7,2024-09-13,7.8,10202
INV188047,S0008,CREAM CUPID HEARTS COAT HANGER,6,2024-08-15,2.7,10126
INV308334,S0019,MINI PAINT SET VINTAGE,17,2024-07-28,9.06,10294
INV426279,S0000,WHITE HANGING HEART T-LIGHT HOLDER,9,2024-10-14,17.86,10064
INV588900,S0010,RED WOOLLY HOTTIE WHITE HEART,19,2024-12-22,4.76,10176
INV192444,S0014,DOORMAT NEW ENGLAND,4,2024-02-16,9.53,10116
INV294677,S0002,JUMBO BAG RED RETROSPOT,11,2024-10-29,31.52,10204
INV903966,S0000,WHITE HANGING HEART T-LIGHT HOLDER,6,2024-01-06,11.27,10031
INV582711,S0011,ALARM CLOCK BAKELIKE GREEN,3,2024-05-06,15.74,10113
INV883714,S0006,WOODEN PICTURE FRAME WHITE FINISH,5,2024-06-07,3.14,10067
INV286650,S0009,JAM MAKING SET WITH JARS,9,2024-03-12,28.47,10075
INV336936,S0013,BATH BUILDING BLOCK WORD,7,2024-05-19,44.24,10045
INV409258,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,9,2024-12-23,22.26,10260
INV613682,S0002,JUMBO BAG RED RETROSPOT,12,2024-10-23,18.5,10154
INV571516,S0016,VINTAGE BILLBOARD DRINK ME MUG,6,2024-01-19,47.51,10155
INV504415,S0018,BROCADE RING PURSE,5,2024-10-02,28.65,10234
INV463773,S0013,BATH BUILDING BLOCK WORD,10,2024-04-16,17.44,10051
INV678406,S0016,VINTAGE BILLBOARD DRINK ME MUG,9,2024-02-16,25.91,10262
INV370756,S0006,WOODEN PICTURE FRAME WHITE FINISH,7,2024-08-27,13.41,10125
INV642145,S0003,PARTY BUNTING,6,2024-08-31,7.42,10245
INV438680,S0018,BROCADE RING PURSE,12,2024-10-15,19.21,10030
INV135494,S0018,BROCADE RING PURSE,11,2024-12-25,5.68,10122
INV108281,S0011,ALARM CLOCK BAKELIKE GREEN,6,2024-08-03,24.04,10125
INV779352,S0010,RED WOOLLY HOTTIE WHITE HEART,4,2024-04-05,45.7,10037
INV270651,S0009,JAM MAKING SET WITH JARS,15,2024-10-06,9.71,10170
INV560333,S0000,WHITE HANGING HEART T-LIGHT HOLDER,20,2024-08-21,29.88,10124
INV866461,S0013,BATH BUILDING BLOCK WORD,13,2024-08-30,41.79,10035
INV858510,S0008,CREAM CUPID HEARTS COAT HANGER,12,2024-11-03,17.22,10087
INV414754,S0012,SPOTTY BUNTING,2,2024-04-29,38.28,10134
INV213094,S0016,VINTAGE BILLBOARD DRINK ME MUG,14,2024-08-06,38.82,10196
INV520216,S0018,BROCADE RING PURSE,19,2024-01-15,8.62,10274
INV415183,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,20,2024-12-23,47.17,10201
INV695578,S0006,WOODEN PICTURE FRAME WHITE FINISH,5,2024-03-07,33.34,10285
INV194789,S0001,REGENCY CAKESTAND 3 TIER,10,2024-03-13,40.17,10077
INV515229,S0014,DOORMAT NEW ENGLAND,6,2024-08-23,0.54,10059
INV310141,S0004,LUNCH BAG RED RETROSPOT,6,2024-06-03,15.72,10126
INV347656,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,7,2024-08-11,4.96,10109
INV261625,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,18,2024-07-10,0.74,10224
INV461456,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,4,2024-08-29,27.72,10278
INV832723,S0012,SPOTTY BUNTING,7,2024-08-29,33.59,10068
INV840529,S0014,DOORMAT NEW ENGLAND,8,2024-02-19,19.68,10069
INV900109,S0010,RED WOOLLY HOTTIE WHITE HEART,5,2024-07-23,38.78,10165
INV959613,S0009,JAM MAKING SET WITH JARS,14,2024-11-01,20.0,10162
INV463716,S0002,JUMBO BAG RED RETROSPOT,16,2024-12-08,37.15,10042
INV128202,S0018,BROCADE RING PURSE,8,2024-11-07,9.32,10109
INV487063,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,12,2024-06-23,25.32,10051
INV740225,S0000,WHITE HANGING HEART T-LIGHT HOLDER,20,2024-07-22,45.77,10250
INV244787,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-04-06,2.69,10021
INV556550,S0009,JAM MAKING SET WITH JARS,3,2024-06-22,19.51,10300
INV546390,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,5,2024-05-25,15.9,10139
INV136518,S0015,SET 2 TEA TOWELS I LOVE LONDON,9,2024-08-03,9.39,10092
INV815485,S0012,SPOTTY BUNTING,17,2024-02-24,23.51,10280
INV463108,S0002,JUMBO BAG RED RETROSPOT,4,2024-12-01,43.19,10125
INV268698,S0000,WHITE HANGING HEART T-LIGHT HOLDER,11,2024-03-06,28.95,10111
INV819636,S0012,SPOTTY BUNTING,15,2024-01-06,24.56,10139
INV542978,S0012,SPOTTY BUNTING,2,2024-06-04,21.54,10273
INV732958,S0003,PARTY BUNTING,15,2024-09-14,18.95,10099
INV846610,S0015,SET 2 TEA TOWELS I LOVE LONDON,11,2024-09-30,48.6,10252
INV923650,S0003,PARTY BUNTING,6,2024-08-05,26.82,10104
INV807494,S0012,SPOTTY BUNTING,3,2024-03-17,0.84,10214
INV370361,S0018,BROCADE RING PURSE,7,2024-09-20,40.74,10249
INV556013,S0014,DOORMAT NEW ENGLAND,2,2024-08-25,14.44,10152
INV613405,S0003,PARTY BUNTING,15,2024-07-06,2.98,10250
INV819729,S0019,MINI PAINT SET VINTAGE,12,2024-05-09,21.57,10275
INV904083,S0009,JAM MAKING SET WITH JARS,1,2024-10-04,13.73,10165
INV474221,S0009,JAM MAKING SET WITH JARS,14,2024-01-09,22.62,10008
INV766876,S0009,JAM MAKING SET WITH JARS,2,2024-11-01,6.03,10284
INV657075,S0001,REGENCY CAKESTAND 3 TIER,13,2024-05-07,9.17,10005
INV199166,S0017,PAPER CHAIN KIT 50S CHRISTMAS,5,2024-03-15,31.83,10145
INV388039,S0013,BATH BUILDING BLOCK WORD,12,2024-08-22,34.61,10101
INV965674,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,17,2024-10-18,23.19,10164
INV442452,S0002,JUMBO BAG RED RETROSPOT,12,2024-01-20,7.76,10147
INV500464,S0003,PARTY BUNTING,17,2024-02-10,17.22,10064
INV543054,S0009,JAM MAKING SET WITH JARS,13,2024-01-12,9.6,10091
INV856646,S0008,CREAM CUPID HEARTS COAT HANGER,3,2024-08-09,48.28,10117
INV698626,S0006,WOODEN PICTURE FRAME WHITE FINISH,9,2024-06-04,30.97,10267
INV995739,S0017,PAPER CHAIN KIT 50S CHRISTMAS,8,2024-12-21,40.05,10173
INV701186,S0011,ALARM CLOCK BAKELIKE GREEN,16,2024-04-20,38.16,10047
INV388134,S0013,BATH BUILDING BLOCK WORD,6,2024-05-21,25.33,10140
INV733992,S0001,REGENCY CAKESTAND 3 TIER,13,2024-04-02,34.07,10246
INV105296,S0008,CREAM CUPID HEARTS COAT HANGER,14,2024-04-16,1.43,10149
INV789137,S0013,BATH BUILDING BLOCK WORD,5,2024-05-20,13.72,10246
INV928645,S0019,MINI PAINT SET VINTAGE,11,2024-02-19,11.46,10005
INV843449,S0000,WHITE HANGING HEART T-LIGHT HOLDER,11,2024-04-23,3.65,10184
INV863535,S0009,JAM MAKING SET WITH JARS,20,2024-08-23,29.6,10020
INV444721,S0019,MINI PAINT SET VINTAGE,18,2024-07-18,24.04,10046
INV113177,S0017,PAPER CHAIN KIT 50S CHRISTMAS,11,2024-06-23,16.32,10012
INV259151,S0014,DOORMAT NEW ENGLAND,15,2024-09-12,10.93,10070
INV805676,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,13,2024-05-10,20.45,10017
INV182427,S0018,BROCADE RING PURSE,16,2024-10-14,49.25,10147
INV317633,S0002,JUMBO BAG RED RETROSPOT,17,2024-07-08,15.55,10154
INV573431,S0010,RED WOOLLY HOTTIE WHITE HEART,15,2024-01-16,8.22,10108
INV274833,S0018,BROCADE RING PURSE,20,2024-06-29,28.46,10236
INV902097,S0013,BATH BUILDING BLOCK WORD,1,2024-05-25,28.04,10070
INV346120,S0015,SET 2 TEA TOWELS I LOVE LONDON,13,2024-10-02,7.02,10183
INV990941,S0019,MINI PAINT SET VINTAGE,4,2024-02-19,20.09,10250
INV216006,S0006,WOODEN PICTURE FRAME WHITE FINISH,19,2024-05-28,9.34,10228
INV904126,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,13,2024-10-08,20.72,10102
INV538493,S0006,WOODEN PICTURE FRAME WHITE FINISH,20,2024-05-22,16.31,10075
INV760891,S0011,ALARM CLOCK BAKELIKE GREEN,4,2024-12-06,44.3,10216
INV626704,S0010,RED WOOLLY HOTTIE WHITE HEART,18,2024-09-29,19.91,10203
INV618870,S0012,SPOTTY BUNTING,15,2024-05-26,41.39,10192
INV264592,S0014,DOORMAT NEW ENGLAND,6,2024-07-23,14.78,10249
INV970177,S0017,PAPER CHAIN KIT 50S CHRISTMAS,11,2024-08-25,32.98,10242
INV501975,S0003,PARTY BUNTING,19,2024-11-30,21.2,10179
INV530224,S0013,BATH BUILDING BLOCK WORD,7,2024-11-21,1.94,10219
INV245303,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,20,2024-11-13,25.42,10082
INV728692,S0002,JUMBO BAG RED RETROSPOT,19,2024-07-28,47.3,10092
INV739434,S0010,RED WOOLLY HOTTIE WHITE HEART,8,2024-03-26,28.68,10175
INV817606,S0015,SET 2 TEA TOWELS I LOVE LONDON,3,2024-07-08,1.62,10239
INV928249,S0019,MINI PAINT SET VINTAGE,13,2024-10-09,25.81,10260
INV991613,S0006,WOODEN PICTURE FRAME WHITE FINISH,6,2024-08-22,18.77,10163
INV283722,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-12-30,46.11,10048
INV239093,S0010,RED WOOLLY HOTTIE WHITE HEART,10,2024-02-03,44.78,10116
INV705659,S0006,WOODEN PICTURE FRAME WHITE FINISH,15,2024-08-23,12.63,10225
INV565204,S0019,MINI PAINT SET VINTAGE,8,2024-03-31,48.65,10147
INV772534,S0016,VINTAGE BILLBOARD DRINK ME MUG,4,2024-11-05,41.97,10063
INV356757,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,15,2024-02-05,0.84,10294
INV815153,S0001,REGENCY CAKESTAND 3 TIER,14,2024-09-23,49.78,10013
INV173783,S0012,SPOTTY BUNTING,14,2024-05-13,44.23,10189
INV226858,S0017,PAPER CHAIN KIT 50S CHRISTMAS,20,2024-11-27,49.47,10287
INV559822,S0000,WHITE HANGING HEART T-LIGHT HOLDER,16,2024-01-31,15.0,10208
INV968543,S0012,SPOTTY BUNTING,2,2024-07-05,20.27,10114
INV759835,S0016,VINTAGE BILLBOARD DRINK ME MUG,15,2024-08-07,39.48,10022
INV253075,S0003,PARTY BUNTING,9,2024-10-23,37.8,10214
INV857065,S0003,PARTY BUNTING,6,2024-07-06,20.94,10171
INV248845,S0010,RED WOOLLY HOTTIE WHITE HEART,8,2024-09-04,10.9,10054
INV446057,S0003,PARTY BUNTING,3,2024-08-22,45.01,10298
INV889056,S0015,SET 2 TEA TOWELS I LOVE LONDON,8,2024-05-13,17.45,10126
INV446723,S0014,DOORMAT NEW ENGLAND,15,2024-12-24,13.27,10277
INV723303,S0008,CREAM CUPID HEARTS COAT HANGER,2,2024-03-12,7.83,10204
INV127200,S0009,JAM MAKING SET WITH JARS,8,2024-07-08,28.4,10194
INV421559,S0009,JAM MAKING SET WITH JARS,6,2024-10-17,31.88,10169
INV847717,S0015,SET 2 TEA TOWELS I LOVE LONDON,15,2024-12-10,15.1,10152
INV253643,S0004,LUNCH BAG RED RETROSPOT,20,2024-05-29,43.03,10035
INV767693,S0008,CREAM CUPID HEARTS COAT HANGER,8,2024-01-15,42.62,10184
INV417672,S0018,BROCADE RING PURSE,5,2024-10-26,1.1,10286
INV856169,S0011,ALARM CLOCK BAKELIKE GREEN,17,2024-09-21,20.59,10057
INV278687,S0019,MINI PAINT SET VINTAGE,12,2024-11-25,8.22,10222
INV429563,S0016,VINTAGE BILLBOARD DRINK ME MUG,17,2024-07-10,19.21,10163
INV779872,S0015,SET 2 TEA TOWELS I LOVE LONDON,6,2024-09-25,24.36,10019
INV498325,S0015,SET 2 TEA TOWELS I LOVE LONDON,1,2024-12-08,47.37,10264
INV335746,S0010,RED WOOLLY HOTTIE WHITE HEART,10,2024-04-15,11.6,10282
INV738206,S0008,CREAM CUPID HEARTS COAT HANGER,4,2024-11-28,10.25,10113
INV581633,S0015,SET 2 TEA TOWELS I LOVE LONDON,19,2024-11-22,45.36,10030
INV339464,S0016,VINTAGE BILLBOARD DRINK ME MUG,7,2024-07-05,33.38,10135
INV756830,S0012,SPOTTY BUNTING,4,2024-06-17,25.62,10067
INV680160,S0008,CREAM CUPID HEARTS COAT HANGER,18,2024-10-02,43.69,10065
INV568328,S0001,REGENCY CAKESTAND 3 TIER,19,2024-09-24,12.77,10292
INV935998,S0008,CREAM CUPID HEARTS COAT HANGER,6,2024-12-19,46.85,10025
INV339431,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,15,2024-03-31,2.49,10037
INV378673,S0019,MINI PAINT SET VINTAGE,18,2024-05-22,5.02,10001
INV868959,S0006,WOODEN PICTURE FRAME WHITE FINISH,3,2024-03-08,26.37,10037
INV317822,S0001,REGENCY CAKESTAND 3 TIER,8,2024-05-04,29.49,10141
INV600466,S0018,BROCADE RING PURSE,15,2024-02-20,27.08,10232
INV434347,S0001,REGENCY CAKESTAND 3 TIER,3,2024-04-10,24.18,10136
INV187436,S0014,DOORMAT NEW ENGLAND,16,2024-04-11,5.44,10188
INV325437,S0018,BROCADE RING PURSE,20,2024-09-06,15.35,10128
INV709970,S0000,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-02-27,36.14,10201
INV915158,S0014,DOORMAT NEW ENGLAND,7,2024-10-28,40.39,10127
INV892244,S0019,MINI PAINT SET VINTAGE,15,2024-01-01,12.96,10257
INV730565,S0013,BATH BUILDING BLOCK WORD,9,2024-09-09,31.74,10164
INV631935,S0010,RED WOOLLY HOTTIE WHITE HEART,16,2024-09-20,14.55,10035
INV377033,S0009,JAM MAKING SET WITH JARS,18,2024-05-07,17.39,10194
INV627499,S0017,PAPER CHAIN KIT 50S CHRISTMAS,10,2024-11-16,22.28,10191
INV611265,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-06-12,44.72,10104
INV593361,S0016,VINTAGE BILLBOARD DRINK ME MUG,16,2024-03-24,9.35,10023
INV805666,S0013,BATH BUILDING BLOCK WORD,10,2024-02-18,46.3,10265
INV459065,S0014,DOORMAT NEW ENGLAND,18,2024-04-03,10.08,10290
INV899908,S0003,PARTY BUNTING,8,2024-04-19,15.71,10260
INV435560,S0009,JAM MAKING SET WITH JARS,17,2024-08-29,5.59,10075
INV739135,S0009,JAM MAKING SET WITH JARS,7,2024-10-19,33.76,10072
INV263984,S0010,RED WOOLLY HOTTIE WHITE HEART,7,2024-07-21,39.4,10259
INV739760,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,6,2024-06-15,47.86,10188
INV785234,S0015,SET 2 TEA TOWELS I LOVE LONDON,20,2024-08-01,39.1,10173
INV339834,S0008,CREAM CUPID HEARTS COAT HANGER,9,2024-08-29,46.75,10290
INV488802,S0009,JAM MAKING SET WITH JARS,5,2024-06-05,17.02,10045
INV969512,S0011,ALARM CLOCK BAKELIKE GREEN,11,2024-08-18,15.75,10061
INV512658,S0018,BROCADE RING PURSE,14,2024-01-03,38.23,10083
INV157994,S0012,SPOTTY BUNTING,14,2024-06-30,32.47,10123
INV579083,S0004,LUNCH BAG RED RETROSPOT,9,2024-01-10,41.02,10016
INV318742,S0006,WOODEN PICTURE FRAME WHITE FINISH,9,2024-05-30,41.71,10066
INV437479,S0000,WHITE HANGING HEART T-LIGHT HOLDER,14,2024-07-14,16.62,10145
INV874915,S0017,PAPER CHAIN KIT 50S CHRISTMAS,7,2024-04-20,31.07,10162
INV998004,S0014,DOORMAT NEW ENGLAND,9,2024-02-24,4.18,10234
INV441293,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,16,2024-10-30,23.76,10144
INV919176,S0001,REGENCY CAKESTAND 3 TIER,13,2024-12-18,48.01,10188
INV361982,S0015,SET 2 TEA TOWELS I LOVE LONDON,9,2024-11-06,29.51,10013
INV206367,S0001,REGENCY CAKESTAND 3 TIER,2,2024-11-23,17.46,10184
INV487395,S0017,PAPER CHAIN KIT 50S CHRISTMAS,15,2024-05-25,6.0,10111
INV886249,S0004,LUNCH BAG RED RETROSPOT,3,2024-06-15,48.87,10290
INV964352,S0013,BATH BUILDING BLOCK WORD,5,2024-03-18,29.7,10295
INV309709,S0018,BROCADE RING PURSE,18,2024-02-15,22.19,10215
INV700554,S0010,RED WOOLLY HOTTIE WHITE HEART,18,2024-12-04,13.41,10120
INV957011,S0016,VINTAGE BILLBOARD DRINK ME MUG,10,2024-12-19,1.58,10055
INV924076,S0002,JUMBO BAG RED RETROSPOT,11,2024-07-03,45.3,10027
INV883572,S0014,DOORMAT NEW ENGLAND,7,2024-04-04,16.4,10118
INV583187,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,12,2024-06-19,10.35,10221
INV367762,S0008,CREAM CUPID HEARTS COAT HANGER,20,2024-01-12,7.44,10231
INV548088,S0013,BATH BUILDING BLOCK WORD,13,2024-09-06,40.01,10053
INV163214,S0016,VINTAGE BILLBOARD DRINK ME MUG,17,2024-07-10,1.3,10295
INV133642,S0013,BATH BUILDING BLOCK WORD,17,2024-06-16,39.61,10233
INV396376,S0015,SET 2 TEA TOWELS I LOVE LONDON,19,2024-06-19,31.9,10158
INV692767,S0002,JUMBO BAG RED RETROSPOT,3,2024-10-12,39.14,10269
INV265909,S0017,PAPER CHAIN KIT 50S CHRISTMAS,17,2024-02-14,28.91,10021
INV739664,S0014,DOORMAT NEW ENGLAND,7,2024-02-07,38.47,10053
INV957479,S0013,BATH BUILDING BLOCK WORD,9,2024-08-26,22.84,10275
INV782039,S0004,LUNCH BAG RED RETROSPOT,11,2024-02-07,9.49,10281
INV456316,S0018,BROCADE RING PURSE,15,2024-09-27,39.17,10214
INV122527,S0013,BATH BUILDING BLOCK WORD,13,2024-10-21,15.04,10031
INV968454,S0019,MINI PAINT SET VINTAGE,13,2024-01-10,0.92,10183
INV547898,S0010,RED WOOLLY HOTTIE WHITE HEART,5,2024-05-12,42.85,10023
INV807304,S0018,BROCADE RING PURSE,11,2024-09-29,23.16,10032
INV907327,S0006,WOODEN PICTURE FRAME WHITE FINISH,19,2024-06-30,44.72,10074
INV260017,S0018,BROCADE RING PURSE,7,2024-03-16,10.7,10010
INV205797,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,1,2024-09-30,30.3,10054
INV917326,S0001,REGENCY CAKESTAND 3 TIER,5,2024-10-03,17.75,10052
INV443367,S0002,JUMBO BAG RED RETROSPOT,11,2024-04-27,33.08,10148
INV417644,S0006,WOODEN PICTURE FRAME WHITE FINISH,6,2024-08-05,49.55,10160
INV327788,S0007,KNITTED UNION FLAG HOT WATER BOTTLE,12,2024-01-14,7.3,10014
INV229090,S0014,DOORMAT NEW ENGLAND,13,2024-01-14,22.48,10178
INV498895,S0006,WOODEN PICTURE FRAME WHITE FINISH,2,2024-08-16,22.21,10053
INV315621,S0006,WOODEN PICTURE FRAME WHITE FINISH,13,2024-10-29,40.82,10022
INV283602,S0002,JUMBO BAG RED RETROSPOT,17,2024-10-23,36.36,10030
INV270795,S0003,PARTY BUNTING,7,2024-03-02,47.06,10191
INV475799,S0019,MINI PAINT SET VINTAGE,11,2024-07-31,9.95,10260
INV938641,S0002,JUMBO BAG RED RETROSPOT,17,2024-07-03,24.16,10205
INV217432,S0016,VINTAGE BILLBOARD DRINK ME MUG,15,2024-01-09,0.86,10059
INV519753,S0013,BATH BUILDING BLOCK WORD,4,2024-06-30,18.34,10264
INV977170,S0009,JAM MAKING SET WITH JARS,3,2024-08-10,47.32,10012
INV340500,S0009,JAM MAKING SET WITH JARS,3,2024-11-29,32.36,10119
INV594258,S0012,SPOTTY BUNTING,1,2024-05-20,36.62,10290
INV147573,S0010,RED WOOLLY HOTTIE WHITE HEART,5,2024-05-07,9.28,10248
INV234163,S0000,WHITE HANGING HEART T-LIGHT HOLDER,17,2024-03-20,7.44,10127
INV899316,S0015,SET 2 TEA TOWELS I LOVE LONDON,2,2024-02-01,30.01,10075
INV875788,S0006,WOODEN PICTURE FRAME WHITE FINISH,10,2024-07-09,31.07,10204
INV539604,S0005,SET OF 3 CAKE TINS PANTRY DESIGN,6,2024-03-30,46.85,10049
INV878008,S0004,LUNCH BAG RED RETROSPOT,6,2024-07-05,44.01,10079
INV924764,S0003,PARTY BUNTING,6,2024-01-16,25.13,10241
INV523262,S0009,JAM MAKING SET WITH JARS,12,2024-05-15,31.28,10154
INV921316,S0000,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-06-18,1.91,10274
INV135885,S0015,SET 2 TEA TOWELS I LOVE LONDON,5,2024-07-27,2.8,10096
INV899541,S0012,SPOTTY BUNTING,20,2024-09-25,8.9,10214
INV115664,S0003,PARTY BUNTING,12,2024-04-24,5.06,10294
INV217871,S0002,JUMBO BAG RED RETROSPOT,16,2024-08-25,49.18,10209
INV561809,S0017,PAPER CHAIN KIT 50S CHRISTMAS,5,2024-11-04,40.57,10088
INV426558,S0000,WHITE HANGING HEART T-LIGHT HOLDER,16,2024-08-28,45.03,10264
INV234425,S0008,CREAM CUPID HEARTS COAT HANGER,11,2024-12-02,27.23,10157
INV800901,S0019,MINI PAINT SET VINTAGE,4,2024-09-01,24.89,10156
INV305821,S0018,BROCADE RING PURSE,5,2024-04-22,25.98,10139
INV336508,S0004,LUNCH BAG RED RETROSPOT,3,2024-02-18,36.0,10121
